SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_2,EXT_SOURCE_3,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,AMT_REQ_CREDIT,HOUSING_SCORE,PREV_AVG_AC_RATIO,CNT_MISSED_MIN,CNT_PREV_LOANS,CNT_ACCEPTED_LOANS,SUM_OF_AMT_CREDIT_SUM_OVERDUE,SUM_OF_AMT_CREDIT_MAX_OVERDUE,SUM_OF_CREDIT_DAY_OVERDUE,SUM_OF_AMT_CREDIT_SUM,SUM_OF_STATUS
105972,0,1,F,1,0,81000.0,269550.0,21294.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.002134,-14410,-1419,-1519.0,-4616,no car,1,1,0,1,other,3.0,3,WEDNESDAY,14,1,1,1,0,Kindergarten,0.4135509119228033,0.5352762504724826,5.0,2.0,-1681.0,1,0.0,0.114505291196152,0.0,12,5.0,0.0,0.0,0,51732.0,0.0
105994,0,0,F,1,1,90000.0,180000.0,9000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.018801,-14186,-1002,-2719.0,-5112,no car,1,1,0,1,white,4.0,2,FRIDAY,8,1,1,1,1,Business Entity Type 3,0.4650163376930928,0.3457848024695955,4.0,1.0,-379.0,0,2.0,0.0983400659083661,0.0,1,1.0,0.0,0.0,0,542755.035,0.0
106132,0,1,M,0,0,135000.0,152820.0,16213.5,Unaccompanied,Working,Incomplete higher,Married,Co-op apartment,0.016612,-11682,-843,-5541.0,-4080,middle,0,1,1,1,blue,2.0,2,THURSDAY,17,1,1,0,1,Self-employed,0.5234485861945883,0.3139166772114369,2.0,0.0,-528.0,1,4.0,0.1287454824362685,0.0,6,3.0,0.0,19791.36,0,1891084.23,0.0
106134,0,1,M,0,1,270000.0,325377.0,33471.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.030755,-22934,-800,-9410.0,-4168,aging,1,1,0,1,blue,1.0,2,THURSDAY,16,1,0,1,1,Construction,0.7040418671838422,0.2622489709189549,0.0,0.0,0.0,1,5.0,0.1667066523484055,0.0,6,3.0,0.0,0.0,0,612405.0,0.0
106337,0,1,F,1,1,90000.0,306000.0,18594.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.028663,-14483,-6321,-1343.0,-4143,no car,1,1,0,1,blue,3.0,2,MONDAY,13,1,1,1,1,Medicine,0.2502405780387156,0.6161216908872079,0.0,0.0,-384.0,1,1.0,0.0566379198891901,0.0,10,3.0,0.0,0.0,0,3102253.92,0.0
106344,0,1,M,0,0,90000.0,157500.0,10525.5,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.018634,-8451,-170,-979.0,-1099,aging,1,1,0,1,blue,1.0,2,THURSDAY,16,1,1,1,1,Industry: type 9,0.6646950442167027,0.5744466170995097,1.0,0.0,-790.0,1,0.0,0.1014900908955446,0.0,1,1.0,0.0,0.0,0,251631.0,0.0
106459,0,1,M,1,1,112500.0,188685.0,15255.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.006233,-22308,365243,-5394.0,-1792,no car,1,1,0,1,other,1.0,2,WEDNESDAY,17,1,1,1,1,XNA,0.4590592320133266,0.2636468134452008,0.0,0.0,-1357.0,1,2.0,0.089852598437436,0.0,14,5.0,0.0,0.0,0,86157.0,0.0
106644,0,1,M,1,0,121500.0,781920.0,39924.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00733,-19498,-6897,-7207.0,-3017,no car,0,1,1,1,blue,2.0,2,SATURDAY,12,1,1,1,1,Business Entity Type 2,0.1674322374725291,0.5262949398096192,0.0,0.0,-2375.0,0,3.0,0.108199970198182,0.0,1,1.0,0.0,33477.165,0,254817.0,5.0
106679,0,1,M,1,0,225000.0,225000.0,15165.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.018209,-15021,-1244,-1653.0,-1539,no car,1,1,0,1,blue,2.0,3,WEDNESDAY,10,1,1,1,1,Trade: type 7,0.5908898846193662,0.5280927512030451,2.0,1.0,-1291.0,1,0.0,0.1481599661120259,0.0,7,6.0,0.0,0.0,0,157333.5,0.0
106808,0,1,F,1,0,180000.0,463941.0,23818.5,Accompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.00496,-22395,365243,-12994.0,-4730,no car,1,1,0,1,other,2.0,2,THURSDAY,17,1,1,1,1,XNA,0.7496883919441863,0.1595195404777181,0.0,0.0,-805.0,1,0.0,0.0837219329997227,0.0,9,4.0,0.0,0.0,0,709911.0,0.0
107077,0,1,F,1,1,135000.0,675000.0,27229.5,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,0.0145199999999999,-14365,-488,-323.0,-359,no car,1,1,0,1,white,2.0,2,SATURDAY,12,1,1,1,1,Kindergarten,0.5034077067253643,0.0710551246687366,0.0,0.0,-220.0,0,6.0,0.1044951971419773,0.0,4,2.0,0.0,70.83,0,1436982.93,0.0
107243,0,1,M,1,1,225000.0,494550.0,39780.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010147,-17578,-1690,-6115.0,-1109,no car,1,1,0,1,blue,2.0,2,SATURDAY,10,1,1,1,1,Self-employed,0.4246397869655096,0.6832688314232291,3.0,1.0,-635.0,1,6.0,0.061226369777279,0.0,6,1.0,0.0,0.0,0,426519.0,0.0
107454,0,1,F,0,1,157500.0,508495.5,34119.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.0105,-18293,-781,-8897.0,-1832,aging,1,1,1,1,blue,3.0,3,MONDAY,16,1,1,1,1,Government,0.2090073706451985,0.6848276586890367,0.0,0.0,-502.0,0,2.0,0.1138903515774162,0.0,2,2.0,0.0,0.0,0,183636.0,0.0
108326,0,1,F,1,1,202500.0,675000.0,32602.5,Unaccompanied,Working,Higher education,Married,House / apartment,0.0066709999999999,-11032,-727,-710.0,-1000,no car,1,1,0,1,white,3.0,2,MONDAY,15,1,1,1,1,Trade: type 1,0.5230667315226626,0.2340151665320674,0.0,0.0,-499.0,1,5.0,0.0446332940595953,0.0,3,1.0,0.0,0.0,0,11142486.0,0.0
108573,0,1,F,1,1,90000.0,180000.0,9189.0,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,0.015221,-8408,-171,-4016.0,-954,no car,0,1,1,0,white,1.0,2,SATURDAY,11,1,1,1,1,Business Entity Type 3,0.1419202109538851,0.3723336657058204,0.0,0.0,0.0,1,3.0,0.1014894709809964,0.0,1,1.0,0.0,0.0,0,54000.0,1.0
108694,1,1,F,1,0,144000.0,254700.0,20250.0,Unaccompanied,State servant,Secondary / secondary special,Married,Municipal apartment,0.072508,-9993,-1871,-9675.0,-903,no car,1,1,1,0,white,4.0,1,THURSDAY,10,1,1,1,1,Government,0.7146495574099031,0.4048783643353997,5.0,0.0,0.0,1,8.0,0.085083237973901,0.0,10,10.0,0.0,0.0,0,4133250.0,0.0
108821,0,1,F,1,1,202500.0,412614.0,32598.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.04622,-10881,-1129,-5534.0,-3567,no car,1,1,0,1,blue,2.0,1,SATURDAY,14,1,1,1,1,Business Entity Type 3,0.6565913758283517,0.3689687382528466,0.0,0.0,-476.0,1,1.0,0.0798513714050811,0.0,4,2.0,0.0,0.0,0,324000.0,0.0
109559,0,1,F,1,0,144000.0,454500.0,19255.5,Unaccompanied,Pensioner,Higher education,Separated,House / apartment,0.020246,-21698,365243,-13531.0,-5145,no car,1,1,1,1,other,1.0,3,FRIDAY,6,1,1,1,1,XNA,0.2658064881319169,0.3457848024695955,1.0,0.0,-1624.0,1,0.0,0.1084580716778603,0.0,5,3.0,0.0,0.0,0,695378.925,0.0
109641,0,1,M,0,1,247500.0,495000.0,39240.0,Accompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.010556,-16944,-1805,-4429.0,-502,aging,1,1,0,1,blue,2.0,3,WEDNESDAY,10,1,1,1,1,Construction,0.3406757917858641,0.4066174366275036,0.0,0.0,-556.0,1,6.0,0.1164229215972227,0.0,12,3.0,0.0,0.0,0,4116845.79,0.0
109706,0,1,M,1,1,270000.0,332946.0,17127.0,Accompanied,Working,Secondary / secondary special,Married,House / apartment,0.006207,-12248,-3005,-8272.0,-3629,no car,1,1,0,0,blue,3.0,2,SATURDAY,12,1,1,1,0,Self-employed,0.4338757582682516,0.2250868621163805,4.0,0.0,-1470.0,1,4.0,0.05,6.0,5,1.0,0.0,0.0,0,2877241.5,0.0
109865,0,1,M,1,0,225000.0,1256400.0,40527.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0096569999999999,-18586,-4556,-4423.0,-2128,no car,0,1,1,1,white,2.0,2,THURSDAY,8,1,1,1,1,Business Entity Type 2,0.6643294143417003,0.087304270713507,0.0,0.0,-1241.0,0,6.0,0.1909000804777839,0.0,1,1.0,387.0,28939.725,7,10193937.84,0.0
109868,0,1,F,0,1,225000.0,781920.0,52254.0,Accompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.006852,-19705,-433,-3249.0,-3259,middle,1,1,0,1,white,2.0,3,TUESDAY,6,1,1,1,1,Self-employed,0.0947238982134395,0.4471785780453068,2.0,1.0,0.0,1,6.0,0.1267556019518736,0.0,9,7.0,0.0,0.0,0,20472095.79,8.0
109873,0,1,F,0,1,157500.0,679500.0,22050.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-11243,-1047,-2000.0,-3793,middle,1,1,0,1,blue,4.0,2,WEDNESDAY,16,1,1,1,1,Medicine,0.7194588073393158,0.2750003523983893,1.0,0.0,-676.0,1,6.0,0.0733904984968542,0.0,6,2.0,0.0,16273.575,0,924282.0,0.0
109940,0,1,M,1,1,225000.0,1078200.0,34911.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.032561,-15436,-164,-5626.0,-4157,no car,1,1,0,1,other,3.0,1,TUESDAY,18,1,1,1,1,Business Entity Type 3,0.7079046534883128,0.2225807646753351,2.0,0.0,0.0,1,5.0,0.1250496579086267,0.0,5,2.0,0.0,42282.0,0,2117704.5,0.0
109964,0,1,F,1,1,63000.0,691020.0,20335.5,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-14317,-2791,-2218.0,-4550,no car,1,1,0,1,other,3.0,2,TUESDAY,10,1,1,1,1,Self-employed,0.162144567666238,0.7076993447402619,4.0,0.0,-1420.0,1,4.0,0.0928790960088013,0.0,8,3.0,0.0,0.0,0,76806.0,0.0
110134,0,0,M,1,1,90000.0,180000.0,9000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.009334,-9008,-591,-1441.0,-1435,no car,1,1,0,1,white,1.0,2,THURSDAY,13,1,1,1,1,School,0.5284209393846954,0.326475210066026,1.0,1.0,-244.0,1,4.0,0.10092988595127,0.0,1,1.0,0.0,0.0,0,512120.25,0.0
110209,0,1,M,0,0,270000.0,1620000.0,42732.0,Accompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.015221,-13023,-6122,-4181.0,-4082,new,1,1,0,1,blue,2.0,2,WEDNESDAY,11,1,1,1,1,Industry: type 9,0.343816453181525,0.6397075677637197,1.0,0.0,-1.0,0,0.0,0.11,0.0,1,1.0,0.0,0.0,0,1223820.0,1.0
110340,0,1,F,1,1,157500.0,900000.0,27418.5,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.0145199999999999,-9852,-527,-3211.0,-1067,no car,1,1,0,1,white,1.0,2,MONDAY,10,1,1,1,1,Business Entity Type 3,0.5578439031168337,0.3807996826489149,2.0,1.0,-497.0,1,3.0,0.0811600271410254,0.0,5,3.0,0.0,0.0,0,435641.67,0.0
110632,0,1,F,1,0,90000.0,634360.5,27004.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-19990,-7478,-9665.0,-3538,no car,1,1,0,1,other,2.0,2,SUNDAY,8,1,1,1,1,Transport: type 4,0.1409403968883455,0.4507472818545589,2.0,1.0,-1215.0,1,1.0,0.0789150503967058,0.0,3,2.0,0.0,0.0,0,37294.875,0.0
110757,0,1,M,0,1,360000.0,1256400.0,40657.5,Accompanied,Working,Secondary / secondary special,Married,House / apartment,0.007114,-16339,-2644,-3596.0,-4171,young,1,1,1,1,other,2.0,2,WEDNESDAY,10,1,1,1,1,Industry: type 9,0.5630207927677575,0.1124743496556148,8.0,1.0,-1269.0,0,1.0,0.2023363040436031,0.0,1,1.0,0.0,1908.135,0,3603629.79,0.0
111083,0,1,F,1,0,126000.0,675000.0,19737.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.005084,-19689,365243,-9347.0,-3235,no car,1,1,0,1,other,1.0,2,THURSDAY,11,1,1,1,1,XNA,0.5453993388926778,0.2985949897873972,1.0,1.0,-476.0,0,2.0,0.1516114020234478,0.0,2,2.0,0.0,0.0,0,897300.0,0.0
